ID,Region,GenderNow,Age,Marital,Degree,Employed,Income,Polviews,Pres16,DeathPenalty,Courts,Attend,Postlife,Happy,Satfin,Energy
1913,West,Woman,66,Divorced,High school,Yes,"[25000, 49999]",Extremely liberal,Clinton,Oppose,NA,Never,No,Pretty happy,More or less,Too little
1914,West,Not applicable,43,Divorced,High school,Yes,Not applicable,Slghtly conservative,Other,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
1915,West,Man,20,Never married,High school,Yes,Not applicable,Extremely liberal,NA,Oppose,Too harsh,Weekly,Yes,Not too happy,Satisfied,Too little
1916,West,Not applicable,60,Married,Graduate,No,Not applicable,Moderate,NA,Oppose,Not harsh enough,Never,No,Pretty happy,Satisfied,Too little
1917,West,Woman,64,Married,Junior college,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,About right
1918,West,Not applicable,34,Never married,High school,No,Not applicable,Moderate,NA,NA,Not harsh enough,Never,Yes,Not too happy,Satisfied,Too little
1919,West,Man,60,Never married,High school,Yes,"[25000, 49999]",Moderate,Clinton,Favor,Not harsh enough,Never,No,Pretty happy,More or less,About right
1920,West,Man,34,Never married,High school,Yes,"[50000, 74999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,About right
1921,West,Woman,31,Married,High school,Yes,Not applicable,Moderate,Other,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
1922,West,Man,24,Never married,High school,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,More or less,About right
1923,West,Not applicable,64,Divorced,Bachelor,Yes,"[50000, 74999]",Liberal,Clinton,Oppose,About right,Never,Yes,Pretty happy,More or less,Too little
1924,West,Woman,38,Never married,Junior college,No,NA,Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Not at all,Too little
1925,West,Not applicable,56,Never married,Less than high school,Yes,"[25000, 49999]",Slghtly conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Pretty happy,More or less,Too little
1926,West,Woman,60,Divorced,Bachelor,Yes,"[50000, 74999]",Moderate,NA,Oppose,Not harsh enough,Weekly,No,Very happy,Satisfied,Too little
1927,West,Not applicable,27,Never married,High school,Yes,Not applicable,Moderate,NA,Favor,Too harsh,Never,Yes,Very happy,Satisfied,Too little
1928,West,Woman,25,Never married,High school,Yes,"[0, 24999]",Slightly liberal,NA,Favor,Not harsh enough,Weekly,No,Not too happy,More or less,Too little
1929,West,Not applicable,38,Never married,High school,Yes,NA,NA,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
1930,West,Not applicable,71,Divorced,Bachelor,Yes,Not applicable,Conservative,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
1931,West,Not applicable,73,Married,High school,Yes,"[0, 24999]",Slightly liberal,Clinton,Favor,About right,Occasionally,Yes,Very happy,More or less,About right
1932,West,Woman,61,Married,Graduate,No,Not applicable,Liberal,Clinton,Oppose,Don't know,Never,No,Pretty happy,Satisfied,Too little
1933,West,Woman,30,Separated,Less than high school,Yes,Not applicable,Extremely liberal,NA,Favor,Not harsh enough,Never,No,Very happy,More or less,About right
1934,West,Woman,66,Divorced,Graduate,No,Not applicable,Extremely liberal,Clinton,Oppose,Too harsh,Never,Yes,Pretty happy,Satisfied,About right
1935,West,Not applicable,53,Divorced,High school,Yes,"[0, 24999]",Slghtly conservative,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
1936,West,Man,41,Married,Bachelor,Yes,Not applicable,Slightly liberal,NA,Favor,Don't know,Occasionally,No,Pretty happy,Not at all,Too little
1937,West,Not applicable,56,Married,Graduate,Yes,"[75000, 129999]",Slghtly conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,About right
1938,West,Woman,26,Married,Bachelor,Yes,Not applicable,Slightly liberal,Clinton,Oppose,Not harsh enough,Occasionally,Yes,Not too happy,More or less,Too little
1939,West,Not applicable,39,Married,Bachelor,No,"[75000, 129999]",Moderate,NA,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Satisfied,Too little
1940,West,Not applicable,60,Married,Bachelor,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Very happy,More or less,Too much
1941,West,Not applicable,56,Married,Graduate,Yes,$130000 +,Slghtly conservative,Trump,Favor,Not harsh enough,Occasionally,Yes,Very happy,Satisfied,Too much
1942,West,Woman,18,Never married,High school,No,Not applicable,Liberal,NA,NA,Don't know,Occasionally,Yes,Pretty happy,More or less,Too little
1943,West,Not applicable,62,Married,Graduate,No,Not applicable,Slghtly conservative,Trump,Favor,Don't know,Weekly,Yes,Very happy,More or less,Too little
1944,West,Woman,48,Married,High school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Never,No,Very happy,More or less,Too little
1945,West,Man,44,Married,Graduate,Yes,"[75000, 129999]",Slghtly conservative,NA,Oppose,Don't know,Monthly,Yes,Not too happy,Satisfied,About right
1946,West,Not applicable,55,Married,Graduate,Yes,$130000 +,Moderate,Clinton,Oppose,Don't know,Never,Yes,Pretty happy,Satisfied,Too little
1947,West,Man,21,Never married,High school,No,Not applicable,Moderate,Clinton,Favor,Don't know,Occasionally,Yes,Pretty happy,Satisfied,Too little
1948,West,Not applicable,24,Never married,Bachelor,Yes,"[0, 24999]",Liberal,NA,Oppose,About right,Occasionally,No,Pretty happy,Not at all,Too little
1949,West,Man,36,Married,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Occasionally,Don't know,Pretty happy,Not at all,Too little
1950,West,Not applicable,29,Never married,Bachelor,Yes,"[75000, 129999]",Moderate,Other,Favor,Not harsh enough,Never,No,Not too happy,More or less,About right
1951,West,Woman,66,Divorced,High school,No,Not applicable,Moderate,Clinton,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,Too little
1952,West,Not applicable,33,Divorced,Bachelor,Yes,"[25000, 49999]",Conservative,Trump,Oppose,About right,Weekly,Yes,Pretty happy,Not at all,About right
1953,West,Man,58,Divorced,Junior college,No,Not applicable,Moderate,Trump,NA,About right,Monthly,Yes,Pretty happy,More or less,Too little
1954,West,Not applicable,76,Divorced,High school,No,Not applicable,Conservative,Trump,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
1955,West,Man,46,Never married,High school,Yes,"[0, 24999]",Conservative,NA,Favor,Too harsh,Occasionally,Yes,Pretty happy,Not at all,Too little
1956,West,Not applicable,30,Never married,High school,Yes,"[50000, 74999]",Moderate,NA,Favor,Too harsh,Never,Yes,Pretty happy,More or less,Too little
1957,West,Woman,49,Divorced,Bachelor,Yes,"[50000, 74999]",Slghtly conservative,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
1958,West,Not applicable,51,Divorced,Junior college,Yes,"[25000, 49999]",Moderate,Trump,Favor,Not harsh enough,Occasionally,Don't know,Pretty happy,More or less,Too little
1959,West,Man,63,Married,High school,No,Not applicable,Liberal,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,About right
1960,West,Not applicable,39,Married,High school,No,Not applicable,Extremely liberal,NA,Oppose,Don't know,Never,No,Pretty happy,Not at all,Too little
1961,West,Woman,69,Divorced,High school,Yes,"[0, 24999]",Conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Not too happy,Not at all,About right
1962,West,Not applicable,24,Married,High school,Yes,"[25000, 49999]",NA,NA,Oppose,Not harsh enough,Never,Yes,Pretty happy,Satisfied,Too little
1963,West,Not applicable,NA,Married,Graduate,Yes,NA,Conservative,NA,Oppose,Not harsh enough,Monthly,Yes,Very happy,More or less,About right
1964,West,Not applicable,42,Divorced,Less than high school,Yes,"[0, 24999]",Moderate,NA,Favor,Too harsh,Weekly,Yes,Very happy,More or less,About right
1965,West,Not applicable,30,Married,High school,Yes,"[25000, 49999]",Moderate,NA,Favor,Not harsh enough,Never,No,Pretty happy,More or less,About right
1966,West,Not applicable,32,Married,High school,Yes,"[25000, 49999]",Moderate,Clinton,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,About right
1967,West,Not applicable,41,Married,Less than high school,No,Not applicable,Slghtly conservative,NA,Oppose,Not harsh enough,Weekly,No,Pretty happy,Satisfied,About right
1968,West,Not applicable,67,Divorced,High school,No,Not applicable,Slightly liberal,Clinton,Oppose,About right,Never,Yes,Very happy,Satisfied,About right
1969,West,Woman,28,Divorced,High school,Yes,"[0, 24999]",Moderate,NA,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,About right
1970,West,Woman,60,Never married,Bachelor,No,NA,Moderate,Clinton,NA,Don't know,Monthly,Yes,Very happy,More or less,Too little
1971,West,Not applicable,51,Divorced,High school,Yes,"[75000, 129999]",Slightly liberal,NA,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Satisfied,Too little
1972,West,Man,32,Never married,High school,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,Not harsh enough,Occasionally,No,Pretty happy,Satisfied,Too little
1973,West,Not applicable,28,Never married,High school,No,"[0, 24999]",Moderate,Clinton,Oppose,Too harsh,Occasionally,Yes,Very happy,More or less,Too little
1974,West,Man,59,Married,High school,Yes,"[50000, 74999]",Moderate,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Not at all,Too little
1975,West,Woman,38,Married,Less than high school,Yes,"[0, 24999]",Liberal,NA,Favor,Not harsh enough,Never,No,Pretty happy,More or less,About right
1976,West,Not applicable,70,Married,High school,No,Not applicable,Moderate,Trump,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Not at all,Too little
1977,West,Man,36,Never married,Junior college,No,"[0, 24999]",Moderate,NA,Oppose,Too harsh,Occasionally,Yes,Pretty happy,More or less,About right
1978,West,Man,29,Never married,Bachelor,Yes,Not applicable,Moderate,Trump,Favor,Not harsh enough,Monthly,Yes,Very happy,Not at all,About right
1979,West,Not applicable,59,Separated,Less than high school,Yes,"[0, 24999]",Liberal,NA,Favor,Not harsh enough,Occasionally,No,Not too happy,Not at all,Too little
1980,West,Woman,42,Married,Less than high school,Yes,"[0, 24999]",Slghtly conservative,NA,Oppose,Don't know,Weekly,Yes,Very happy,More or less,Too little
1981,West,Man,60,Never married,High school,No,Not applicable,Moderate,Clinton,Oppose,Not harsh enough,Never,No,Not too happy,Not at all,Too much
1982,West,Not applicable,56,Separated,High school,No,Not applicable,Extremely liberal,Clinton,Favor,Not harsh enough,Never,Yes,Not too happy,More or less,Too little
1983,West,Man,34,Never married,Graduate,Yes,"[75000, 129999]",Moderate,Clinton,Favor,Too harsh,Never,No,Very happy,More or less,Too little
1984,West,Not applicable,32,Never married,Bachelor,Yes,"[25000, 49999]",Extremely liberal,NA,Oppose,Too harsh,Never,Yes,Very happy,More or less,Too little
1985,West,Woman,22,Never married,High school,No,"[0, 24999]",Moderate,NA,Oppose,Too harsh,Occasionally,Yes,Not too happy,More or less,Too much
1986,West,Woman,35,Married,High school,Yes,"[0, 24999]",Slightly liberal,Clinton,Oppose,Not harsh enough,Never,Yes,Very happy,Not at all,Too little
1987,West,Woman,22,Never married,High school,Yes,Not applicable,Moderate,NA,Oppose,About right,Occasionally,Yes,Very happy,More or less,Too little
1988,West,Not applicable,25,Never married,High school,No,Not applicable,Moderate,NA,Favor,About right,Occasionally,Yes,Very happy,Satisfied,About right
1989,West,Man,44,Never married,High school,No,Not applicable,Extremely liberal,NA,Oppose,Too harsh,Never,Yes,Very happy,More or less,Too little
1990,West,Woman,66,Divorced,High school,No,"[0, 24999]",Moderate,Clinton,Oppose,Not harsh enough,Occasionally,No,Pretty happy,More or less,Too little
1991,West,Not applicable,44,Never married,Less than high school,Yes,"[0, 24999]",Conservative,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
1992,West,Man,47,Widowed,Less than high school,No,"[0, 24999]",Moderate,NA,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too much
1993,West,Not applicable,21,Never married,High school,No,NA,Moderate,NA,NA,Don't know,Never,Don't know,Pretty happy,More or less,Too little
1994,West,Not applicable,43,Divorced,Less than high school,No,Not applicable,Moderate,NA,Oppose,About right,Occasionally,No,Very happy,More or less,About right
1995,West,Not applicable,51,Divorced,Less than high school,No,Not applicable,Moderate,NA,Oppose,About right,Weekly,Yes,Pretty happy,NA,About right
1996,West,Woman,67,Married,Junior college,No,Not applicable,Slightly liberal,Clinton,Favor,About right,Never,No,Pretty happy,Satisfied,Too little
1997,West,Man,71,Married,High school,No,Not applicable,Slightly liberal,Clinton,Oppose,Not harsh enough,Never,No,Pretty happy,Not at all,Too little
1998,West,Woman,85,Widowed,Bachelor,No,Not applicable,Extremely liberal,Clinton,Oppose,Don't know,Never,No,Not too happy,Satisfied,Too little
1999,West,Woman,72,Divorced,Graduate,No,Not applicable,Extremely liberal,Clinton,Oppose,Don't know,Never,Don't know,Pretty happy,Not at all,Too little
2000,West,Woman,51,Never married,High school,No,Not applicable,Liberal,Clinton,Favor,Not harsh enough,Never,Yes,Very happy,Satisfied,Too little
2001,West,Not applicable,81,Married,Less than high school,No,Not applicable,Extrmly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
2002,West,Woman,60,Divorced,High school,Yes,"[25000, 49999]",Liberal,Clinton,NA,Too harsh,Never,Don't know,Pretty happy,More or less,Too little
2003,West,Woman,56,Married,Bachelor,Yes,"[50000, 74999]",Conservative,Trump,Oppose,Not harsh enough,Monthly,Yes,Pretty happy,Satisfied,About right
2004,West,Woman,55,Married,Bachelor,Yes,"[75000, 129999]",Conservative,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,About right
2005,West,Not applicable,49,Married,High school,No,Not applicable,Slightly liberal,Clinton,Favor,About right,Never,Don't know,Pretty happy,More or less,Too little
2006,West,Woman,64,Married,Junior college,No,Not applicable,Conservative,Trump,NA,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
2007,West,Woman,29,Never married,Bachelor,Yes,Not applicable,Liberal,Other,Oppose,Don't know,Never,Yes,Not too happy,More or less,Too little
2008,West,Woman,46,Separated,Graduate,Yes,"[50000, 74999]",Slightly liberal,Clinton,Oppose,About right,Never,Yes,Pretty happy,More or less,Too little
2009,West,Woman,19,Never married,High school,No,Not applicable,Liberal,NA,Favor,Don't know,Never,Yes,Pretty happy,Not at all,Too little
2010,West,Woman,19,Never married,High school,No,Not applicable,Moderate,NA,Oppose,About right,Monthly,Yes,Pretty happy,More or less,Too little
2011,West,Not applicable,19,Never married,High school,No,Not applicable,Liberal,NA,Oppose,Too harsh,Never,No,Pretty happy,Satisfied,Too little
2012,West,Woman,41,Married,Bachelor,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,About right
2013,West,Man,25,Never married,Bachelor,Yes,"[0, 24999]",Liberal,Clinton,Favor,Don't know,Never,Yes,Pretty happy,More or less,Too little
2014,West,Not applicable,73,Married,High school,No,Not applicable,Slghtly conservative,NA,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too much
2015,West,Man,74,Married,High school,No,Not applicable,Moderate,Other,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,About right
2016,West,Woman,53,Married,High school,Yes,"[0, 24999]",Extrmly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too much
2017,West,Not applicable,49,Divorced,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
2018,West,Man,69,Married,High school,No,Not applicable,Moderate,Trump,Favor,Not harsh enough,Occasionally,Yes,Very happy,More or less,Too little
2019,West,Man,55,Married,Bachelor,Yes,$130000 +,Conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Pretty happy,Satisfied,About right
2020,West,Not applicable,51,Married,High school,Yes,Not applicable,Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
2021,West,Man,68,Never married,Junior college,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,Too little
2022,West,Not applicable,66,Married,Junior college,No,Not applicable,Extrmly conservative,Trump,Favor,Not harsh enough,Weekly,No,Very happy,Satisfied,Too little
2023,West,Man,63,Divorced,Bachelor,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Not at all,About right
2024,West,Not applicable,57,Divorced,Junior college,Yes,"[75000, 129999]",Extremely liberal,Clinton,Favor,Don't know,Never,No,Not too happy,Not at all,Too little
2025,West,Man,44,Married,Graduate,Yes,$130000 +,Slghtly conservative,Trump,Oppose,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too much
2026,West,Not applicable,26,Never married,Bachelor,No,"[25000, 49999]",Extremely liberal,NA,Oppose,Not harsh enough,Never,Yes,Pretty happy,Satisfied,Too little
2027,West,Man,44,Never married,Graduate,Yes,"[25000, 49999]",Liberal,Other,Oppose,Not harsh enough,Occasionally,Yes,Not too happy,Satisfied,Too little
2028,West,Not applicable,58,Divorced,Graduate,Yes,$130000 +,Moderate,Clinton,NA,About right,Never,Don't know,Very happy,Satisfied,Too little
2029,West,Woman,41,Divorced,Junior college,Yes,"[0, 24999]",Moderate,NA,Favor,Not harsh enough,Never,Yes,Very happy,Not at all,Too little
2030,West,Man,24,Married,Bachelor,No,Not applicable,Conservative,Other,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
2031,West,Not applicable,28,Married,Junior college,Yes,"[0, 24999]",Slightly liberal,NA,Oppose,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
2032,West,Woman,36,Never married,Bachelor,Yes,"[25000, 49999]",Slightly liberal,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
2033,West,Man,34,Married,Junior college,No,"[0, 24999]",Liberal,Other,Oppose,NA,Never,No,Pretty happy,More or less,Too little
2034,West,Woman,25,Married,High school,Yes,"[0, 24999]",Extremely liberal,NA,Oppose,Don't know,Never,No,Very happy,Not at all,Too little
2035,West,Woman,62,Married,High school,Yes,"[25000, 49999]",Extremely liberal,Clinton,NA,About right,Never,Don't know,Pretty happy,Not at all,About right
2036,West,Woman,33,Never married,High school,Yes,"[25000, 49999]",Liberal,Other,NA,Not harsh enough,Never,No,Pretty happy,More or less,Too little
2037,West,Not applicable,37,Never married,High school,Yes,"[25000, 49999]",Slightly liberal,Other,Favor,About right,Occasionally,Yes,Pretty happy,Not at all,Too little
2038,West,Man,36,Separated,Less than high school,Yes,"[25000, 49999]",Conservative,Trump,Favor,Not harsh enough,Never,Yes,Very happy,Not at all,About right
2039,West,Not applicable,41,Divorced,High school,No,Not applicable,NA,NA,Oppose,Too harsh,Never,Don't know,Not too happy,Not at all,Too little
2040,West,Woman,61,Divorced,High school,Yes,"[50000, 74999]",Liberal,NA,Favor,About right,Occasionally,Yes,Pretty happy,Satisfied,Too little
2041,West,Not applicable,71,Married,Graduate,Yes,"[75000, 129999]",Extrmly conservative,Trump,Favor,About right,Occasionally,Yes,Very happy,Satisfied,Too much
2042,West,Man,53,Married,Graduate,Yes,"[50000, 74999]",Liberal,Clinton,Oppose,About right,Never,No,Not too happy,Satisfied,Too little
2043,West,Not applicable,44,Divorced,High school,Yes,"[25000, 49999]",Moderate,Clinton,Oppose,Not harsh enough,Occasionally,Yes,Pretty happy,Not at all,Too little
2044,West,Man,50,Divorced,Junior college,Yes,"[50000, 74999]",Moderate,NA,Oppose,Don't know,Weekly,Yes,Pretty happy,Satisfied,Too much
2045,West,Man,75,Divorced,Less than high school,No,Not applicable,Liberal,Clinton,NA,Too harsh,Never,Yes,Not too happy,More or less,Too little
2046,West,Woman,69,Widowed,High school,No,Not applicable,Slghtly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Not too happy,Not at all,Too little
2047,West,Not applicable,63,Married,Bachelor,No,Not applicable,Conservative,Trump,Favor,About right,Occasionally,Yes,Pretty happy,Satisfied,Too little
2048,West,Woman,80,Widowed,High school,No,Not applicable,Extremely liberal,Clinton,Oppose,Too harsh,Monthly,Don't know,Pretty happy,More or less,Too little
2049,West,Not applicable,66,Married,High school,Yes,"[0, 24999]",Moderate,Trump,NA,Not harsh enough,Weekly,Yes,Very happy,More or less,About right
2050,West,Not applicable,35,Separated,High school,Yes,"[25000, 49999]",Conservative,Trump,Favor,Not harsh enough,Never,No,Pretty happy,More or less,Too much
2051,West,Man,44,Married,High school,Yes,"[25000, 49999]",Slghtly conservative,Other,NA,Too harsh,Weekly,Yes,Pretty happy,More or less,Too much
2052,West,Not applicable,81,Widowed,High school,No,Not applicable,Liberal,Other,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,About right
2053,West,Man,76,Married,High school,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too much
2054,West,Woman,34,Married,High school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,Too little
2055,West,Not applicable,18,Never married,Less than high school,Yes,"[0, 24999]",Extrmly conservative,NA,Favor,About right,Never,Don't know,Not too happy,Not at all,Too little
2056,West,Man,36,Never married,High school,Yes,"[25000, 49999]",Liberal,NA,Oppose,About right,Never,No,Not too happy,Not at all,Too little
2057,West,Woman,70,Divorced,Junior college,No,Not applicable,Conservative,Trump,Favor,Not harsh enough,Never,Yes,Pretty happy,Not at all,About right
2058,West,Woman,41,Married,Less than high school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Never,Yes,Very happy,Not at all,Too little
2059,West,Woman,34,Married,High school,No,Not applicable,Extrmly conservative,Trump,Favor,Don't know,Weekly,Yes,Pretty happy,Not at all,About right
2060,West,Not applicable,57,Divorced,High school,No,Not applicable,Slghtly conservative,NA,Favor,Not harsh enough,Never,Yes,Very happy,Satisfied,About right
2061,West,Woman,30,Never married,High school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Occasionally,No,Pretty happy,More or less,Don't know
2062,West,Woman,56,Separated,Junior college,Yes,"[25000, 49999]",Moderate,NA,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Not at all,Too little
2063,West,Not applicable,53,Never married,High school,Yes,"[0, 24999]",Slghtly conservative,NA,Oppose,Not harsh enough,Occasionally,No,Not too happy,More or less,Too little
2064,West,Woman,54,Married,Bachelor,Yes,"[0, 24999]",Conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,About right
2065,West,Woman,70,Widowed,High school,No,Not applicable,Moderate,Trump,Favor,Not harsh enough,Never,Yes,Very happy,More or less,Too little
2066,West,Man,37,Never married,High school,Yes,"[0, 24999]",Moderate,NA,Favor,Not harsh enough,Monthly,Yes,Very happy,More or less,Too little
2067,West,Man,59,Married,Less than high school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Weekly,Yes,Very happy,More or less,About right
2068,West,Woman,51,Separated,High school,Yes,"[0, 24999]",Extrmly conservative,NA,Favor,Not harsh enough,Monthly,No,Pretty happy,More or less,Too little
2069,West,Woman,52,Married,Junior college,Yes,"[50000, 74999]",Moderate,NA,Oppose,Too harsh,Occasionally,Yes,Not too happy,Not at all,Too little
2070,West,Woman,53,Divorced,High school,No,Not applicable,Extrmly conservative,Trump,Favor,Not harsh enough,Monthly,Yes,Not too happy,Not at all,Too little
2071,West,Woman,60,Divorced,High school,No,Not applicable,Slghtly conservative,NA,Favor,About right,Never,Yes,Pretty happy,More or less,About right
2072,West,Woman,18,Never married,Less than high school,No,Not applicable,Slightly liberal,NA,Favor,Not harsh enough,Never,Yes,Pretty happy,More or less,About right
2073,West,Not applicable,33,Married,Less than high school,No,Not applicable,Extremely liberal,NA,Favor,Too harsh,Monthly,Yes,Very happy,More or less,Too little
2074,West,Man,22,Never married,High school,Yes,"[0, 24999]",Conservative,NA,Favor,Not harsh enough,Never,Yes,Not too happy,Not at all,About right
2075,West,Not applicable,53,Divorced,High school,Yes,"[0, 24999]",Moderate,Clinton,Favor,Not harsh enough,Occasionally,Yes,Very happy,Not at all,About right
2076,West,Woman,66,Widowed,High school,No,"[25000, 49999]",Slightly liberal,Clinton,Favor,About right,Never,Yes,Very happy,Satisfied,About right
2077,West,Man,28,Never married,Graduate,Yes,"[50000, 74999]",Slightly liberal,Clinton,Oppose,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,Too little
2078,West,Not applicable,27,Married,High school,Yes,Not applicable,Moderate,NA,NA,Not harsh enough,Occasionally,Yes,Pretty happy,More or less,Too little
2079,West,Not applicable,89,Widowed,High school,No,Not applicable,NA,Trump,Favor,About right,Occasionally,Yes,Pretty happy,NA,Don't know
2080,West,Man,26,Married,High school,Yes,"[0, 24999]",Liberal,NA,Oppose,Too harsh,Weekly,Yes,Very happy,More or less,About right
2081,West,Not applicable,28,Married,High school,Yes,"[0, 24999]",Moderate,Trump,Favor,NA,Never,Yes,Pretty happy,Not at all,About right
2082,West,Woman,66,Married,Junior college,Yes,"[0, 24999]",Conservative,Trump,Favor,Don't know,Occasionally,Yes,Pretty happy,Satisfied,About right
2083,West,Not applicable,59,Married,High school,Yes,"[0, 24999]",Conservative,Trump,Favor,About right,Weekly,Yes,Very happy,Satisfied,About right
2084,West,Not applicable,80,Married,Bachelor,No,Not applicable,Conservative,Trump,Favor,About right,Weekly,Yes,Very happy,Satisfied,About right
2085,West,Not applicable,75,Married,High school,Yes,NA,Conservative,Trump,Favor,Not harsh enough,Occasionally,Yes,Pretty happy,Satisfied,Too little
2086,South,Woman,73,Married,High school,No,Not applicable,Moderate,NA,Favor,Not harsh enough,Occasionally,Don't know,Pretty happy,Satisfied,About right
2087,South,Not applicable,64,Married,High school,Yes,"[25000, 49999]",Moderate,Other,Favor,Not harsh enough,Weekly,Yes,Pretty happy,Satisfied,Too little
2088,South,Man,36,Married,Junior college,No,"[50000, 74999]",Conservative,Trump,Favor,Too harsh,Monthly,Yes,Pretty happy,Satisfied,About right
2089,South,Not applicable,65,Married,Less than high school,No,Not applicable,Conservative,Trump,NA,About right,Weekly,Yes,Pretty happy,Satisfied,Too little
2090,South,Man,82,Widowed,High school,No,Not applicable,Liberal,Trump,Favor,Don't know,Weekly,Yes,Pretty happy,Satisfied,Don't know
2091,South,Not applicable,29,Never married,High school,No,"[0, 24999]",Moderate,NA,Favor,Too harsh,Occasionally,No,Pretty happy,Not at all,Too little
2092,South,Woman,37,Married,Bachelor,Yes,"[50000, 74999]",Slightly liberal,Clinton,Favor,Too harsh,Monthly,Yes,Pretty happy,Satisfied,About right
2093,South,Not applicable,39,Married,Bachelor,Yes,"[75000, 129999]",Moderate,Other,Favor,Too harsh,Never,No,Pretty happy,More or less,Too much
2094,South,Not applicable,40,Married,Junior college,Yes,"[50000, 74999]",Conservative,NA,Oppose,Not harsh enough,Weekly,Yes,Very happy,Satisfied,Too little
2095,South,Not applicable,39,Married,Bachelor,Yes,"[0, 24999]",Moderate,Trump,Oppose,Not harsh enough,Weekly,Yes,Not too happy,More or less,About right
2096,South,Woman,63,Married,High school,No,Not applicable,Conservative,Trump,Favor,About right,Never,Yes,Pretty happy,More or less,Too much
2097,South,Not applicable,39,Married,High school,No,Not applicable,Slghtly conservative,Trump,Favor,Not harsh enough,Weekly,Yes,Pretty happy,More or less,Too little
2098,South,Not applicable,33,Never married,Junior college,Yes,"[25000, 49999]",Slightly liberal,NA,Favor,Too harsh,Monthly,Yes,Pretty happy,More or less,Too little
2099,South,Not applicable,57,Divorced,High school,Yes,"[25000, 49999]",Slghtly conservative,Clinton,Favor,Too harsh,Monthly,Yes,Pretty happy,Satisfied,Too little
