ID,trip.frequency,payment.options,payment.options_text,prepaid.transit_value,prepaid.transit_other,discount.eligible,discount.other,discount.senior,discount.veteran,discount.student,discount.other_recieve,Q3.4_4_TEXT,discount.ineligible,discount.idk,financial.checking,financial.savings,financial.prepaid,financial.credit,financial.checkcashing,financial.loan,financial.peer,financial.wire,financial.mobile,financial.other,financial.other_text,bank.interest,bank.hours,bank.location,bank.fees_high,bank.fees_unpredictable,bank.useless,bank.distrust,bank.minbalance,bank.privacy,bank.identification,bank.other,bank.other_text,prepaid.card_from,prepaid.card_other,preference.credit,preference.phone,preference.prepaid_debit,preference.debit,preference.prepaid_gov,challenge.phone,challenge.phone_other,challenge.prepaid_gov,challenge.prepaid_gov_other,gender,income,benefits,benefits.other,employment,employment.other,section1,section3,section4,section5,section6,complete,payment.other,payment.cash,payment.prepaid,payment.mobile,payment.card,phone.wifi,phone.money,phone.identity,phone.fees,phone.balance,prepaid.places,prepaid.money,prepaid.sharing,prepaid.identity,prepaid.fees,prepaid.balance,calfresh,wic,medical,healthyfam,calworks,housing,female,male,other,inc.less25,inc.25,inc.50plus,financial.count,unbanked,checking.only,savings.only,both.accounts,some.banking,prefer.none
121,NA,"Cash,Other (please write in)",Bus pass social worker ,NA,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"From a family member, friend, or other personal acquaintance",NA,Would not use,Would like to use,Would like to use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Male,"Less than $25,000",NA,NA,Unemployed,NA,0,1,1,1,0,3,FALSE,Yes,No,No,No,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,No,No,Yes,No,Yes,0
122,Five days a week,Prepaid card from transit agency,NA,Cash at card kiosks or vending machines in transit stations/at stops,NA,"Yes, another discount (please write in)",Disability,NA,NA,NA,Might or might not,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a government agency,NA,Would not use,Would like to use,Would like to use,Would like to use,Would not use,Identity concerns,NA,"Places to get it,Ways to add money",NA,Male,"Less than $25,000",CalWORKS,NA,Unemployed,On disability,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,No,Yes,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
123,Six or seven days a week,"Cash,Other (please write in)",Ticket machine ,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,Not at all interested,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,NA,NA,Sharing the card with family members,NA,Female,"Less than $25,000",Medi-Cal,NA,Unemployed,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,Yes,No,No,No,NA,1
124,Two days a week,Prepaid card from transit agency,NA,Cash at card kiosks or vending machines in transit stations/at stops,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would not use,Would like to use,Would like to use,Would like to use,Would not use,Ways to add money,NA,"Places to get it,Ways to add money",NA,Female,"$25,000 to $49,999",NA,NA,Sales or marketing,NA,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Yes,No,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
125,Four days a week,Cash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,1,Yes,No,No,No,NA,NA
126,Three days a week,Prepaid card from transit agency,NA,Through an online transit agency account that is connected to my card,NA,"Yes, another discount (please write in)",General Assistance,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would like to use,Would like to use,Would like to use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Male,"$50,000 or more","CalFresh or SNAP,Medi-Cal,Other (Please write in)",General Assistance,Unemployed,NA,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,No,Yes,NA,No,No,Yes,1,No,No,No,Yes,Yes,0
127,Less than once a week,Other (please write in),Student ID,NA,NA,"Yes, student discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From an employer,NA,Would not use,Would like to use,Would like to use,Would like to use,Would not use,Ways to add money,NA,Places to get it,NA,Female,"$25,000 to $49,999",CalFresh or SNAP,NA,Services or repair,NA,1,1,1,1,1,5,FALSE,No,No,No,No,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Yes,No,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
128,Four days a week,"Prepaid card from transit agency,Other (please write in)",Connect card,Other (please write in),Website ,"Yes, senior citizen discount,Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would not use,Would not use,Would not use,Would not use,"Identity concerns,Monthly fees",NA,"Places to get it,Ways to add money,Identity concerns,Monthly fees",NA,Male,NA,"CalFresh or SNAP,Medi-Cal,Other (Please write in)",Low-income housing ,Unemployed,Retired ,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,No,Yes,NA,NA,NA,NA,1,No,No,No,Yes,Yes,0
129,Less than once a week,Contact-less/tap payment with a credit card or prepaid debit card,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Already use,Would not use,Would not use,Would like to use,Knowing the balance,NA,Places to get it,NA,Female,"$50,000 or more",Medi-Cal,NA,Professional or technical,NA,1,1,1,1,1,5,FALSE,No,No,No,Contact-less payment,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Yes,No,NA,No,No,Yes,1,No,No,No,Yes,Yes,0
130,Five days a week,Prepaid card from transit agency,NA,Through an online transit agency account that is connected to my card,NA,"Yes, student discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would like to use,Would like to use,Would like to use,Would like to use,Would like to use,Knowing the balance,NA,"Monthly fees,Knowing the balance",NA,Female,"$50,000 or more",NA,NA,Services or repair,Retail ,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Yes,No,NA,No,No,Yes,1,No,No,No,Yes,Yes,0
131,Five days a week,Cash,NA,NA,NA,"Yes, student discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would like to use,Would not use,Would not use,Would not use,Identity concerns,NA,Identity concerns,NA,Female,"$25,000 to $49,999",NA,NA,NA,Security,1,1,1,1,0,4,FALSE,Yes,No,No,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,No,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
132,Less than once a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,NA,NA,NA,NA,Male,"$25,000 to $49,999",WIC,NA,Management or administrative,NA,1,1,1,0,1,4,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No,Yes,NA,No,Yes,No,1,No,Yes,No,No,Yes,1
133,Five days a week,"Cash,Mobile phone (QR Code, digital wallet, mobile ticket, etc.),Other (please write in)",Google pay ,NA,NA,"Yes, student discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From somewhere else (please write in),Meta bank / dollar tree,Would not use,Already use,Would not use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Knowing the balance",NA,Male,"Less than $25,000",NA,NA,NA,Self-employed ,1,1,1,1,0,4,FALSE,Yes,No,Mobile phone,No,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
134,Six or seven days a week,Cash,NA,NA,NA,"Yes, another discount (please write in)",Homeless,NA,NA,NA,Probably yes,NA,NA,NA,No,No,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,NA,From a bank branch or website,NA,Would not use,Would not use,Would like to use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,1,1,1,1,0,4,FALSE,Yes,No,No,No,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,Yes,No,No,No,NA,0
135,Three days a week,Other (please write in),Bus pass ,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,NA,NA,Not at all interested,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,From somewhere else (please write in),Next pay ,Would like to use,Would not use,Would like to use,Would not use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Male,"Less than $25,000","CalFresh or SNAP,Medi-Cal,Housing Assistance Program",NA,NA,Disabled ,1,1,1,1,0,4,FALSE,No,No,No,No,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
137,Less than once a week,Other (please write in),Card/phone ,NA,NA,"Yes, another discount (please write in)",State Worker,NA,NA,NA,Might or might not,NA,NA,NA,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Already use,Already use,Would not use,Already use,Would not use,NA,NA,NA,NA,Female,"$25,000 to $49,999",NA,NA,Clerical and administrative support,NA,1,1,1,0,0,3,FALSE,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
138,Six or seven days a week,"Mobile phone (QR Code, digital wallet, mobile ticket, etc.),Contact-less/tap payment with a credit card or prepaid debit card",NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a bank branch or website,NA,Would not use,Already use,Already use,Already use,Would like to use,"Not having wifi access,Identity concerns,Monthly fees",NA,"Places to get it,Identity concerns",NA,Male,"$25,000 to $49,999",Medi-Cal,NA,Sales or marketing,NA,1,1,1,1,1,5,FALSE,No,No,Mobile phone,Contact-less payment,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,No,Yes,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
139,Six or seven days a week,Prepaid card from transit agency,NA,Cash at card kiosks or vending machines in transit stations/at stops,NA,"Yes, another discount (please write in)",Disabled ,NA,NA,NA,Probably yes,NA,NA,NA,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would like to use,Would like to use,Would like to use,Would like to use,"Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,On disability ,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,No,Yes,No,No,Yes,0
140,NA,"Prepaid card from transit agency,Other (please write in)",Net card ,Other (please write in),13th st ,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Definitely yes,NA,NA,NA,No,No,Yes,Yes,No,No,No,No,No,NA,NA,Not at all interested,No,No,Yes,Yes,Yes,Yes,No,Yes,No,NA,NA,From somewhere else (please write in),USA bank ,Would like to use,Would not use,Already use,Would not use,Would like to use,"Not having wifi access,Other (please write in)",Doesn’t know how to work phone ,Identity concerns,NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal,Housing Assistance Program,Other (Please write in)",Food stamp ,Education (K-12),Child care ,0,1,1,1,1,4,FALSE,No,Prepaid card from transit agency,No,No,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,Yes,No,NA,Yes,No,No,1,Yes,No,No,No,NA,0
141,Six or seven days a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,NA,No,No,Yes,No,Yes,No,NA,Not at all interested,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,NA,From a website or other that is not a bank,NA,Would not use,Already use,Would like to use,Would not use,Would not use,NA,NA,NA,NA,Male,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
142,NA,Other (please write in),RT DHA pass ,NA,NA,"Yes, another discount (please write in)",Welfare ,NA,NA,NA,Definitely yes,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,Would like to use,Would not use,Would not use,Would like to use,Would like to use,NA,NA,NA,NA,Male,"Less than $25,000",NA,NA,Unemployed,NA,0,1,1,0,0,2,FALSE,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
143,Less than once a week,Cash,NA,NA,NA,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,Not at all interested,No,No,No,No,No,Yes,No,No,No,No,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,NA,NA,NA,NA,Male,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,1
144,Six or seven days a week,Prepaid card from transit agency,NA,Cash at card kiosks or vending machines in transit stations/at stops,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would like to use,Would like to use,Would not use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Male,"Less than $25,000","CalFresh or SNAP,Medi-Cal,Housing Assistance Program",NA,Unemployed,Retired ,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,No,Yes,NA,Yes,No,No,1,No,No,No,Yes,Yes,0
145,Less than once a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would not use,Would not use,Would not use,Would not use,NA,NA,"Places to get it,Ways to add money",NA,Male,"Less than $25,000",NA,NA,Unemployed,NA,1,1,1,0,0,3,FALSE,Yes,No,No,No,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,No,Yes,No,No,Yes,0
146,Six or seven days a week,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,Might or might not,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,NA,NA,NA,No,No,No,No,No,Yes,Yes,No,Yes,NA,NA,NA,NA,Would like to use,Would not use,Would like to use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Ways to add money,Identity concerns,Knowing the balance",NA,Male,"Less than $25,000",Medi-Cal,NA,Services or repair,NA,1,1,1,1,1,5,FALSE,Yes,No,No,No,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
147,Six or seven days a week,Prepaid card from transit agency,NA,Other (please write in),Welfare sticker ,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,NA,No,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,Would like to use,Would not use,Would like to use,Would like to use,Would not use,NA,NA,Sharing the card with family members,NA,Male,"Less than $25,000",NA,NA,Unemployed,NA,1,1,1,0,0,3,FALSE,No,Prepaid card from transit agency,No,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Yes,NA,Yes,No,No,1,Yes,No,No,No,NA,0
148,Six or seven days a week,Cash,NA,NA,NA,"Yes, senior citizen discount",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,Yes,No,No,NA,NA,Not at all interested,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would like to use,Not having wifi access,NA,Ways to add money,NA,Male,"$25,000 to $49,999","Medi-Cal,Healthy Families Program",NA,Services or repair,NA,1,1,1,1,1,5,FALSE,Yes,No,No,No,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,No,Yes,NA,No,Yes,No,1,Yes,No,No,No,NA,0
149,Six or seven days a week,Prepaid card from transit agency,NA,Other (please write in),Sticker ,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would not use,Would like to use,Would like to use,NA,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Non-binary / other gender,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Unemployed,NA,1,1,1,0,0,3,FALSE,No,Prepaid card from transit agency,No,No,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,No,No,Non-binary / other gender,Yes,No,No,1,No,No,Yes,No,Yes,0
150,Five days a week,Prepaid card from transit agency,NA,Through an online transit agency account that is connected to my card,NA,"Yes, another discount (please write in)",Disability ,NA,NA,NA,Probably yes,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,From a website or other that is not a bank,NA,Already use,Would like to use,Already use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Knowing the balance",NA,"Sharing the card with family members,Identity concerns",NA,Male,"$25,000 to $49,999",Medi-Cal,NA,Sales or marketing,NA,1,1,1,1,1,5,FALSE,No,Prepaid card from transit agency,No,No,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,No,Yes,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
151,Less than once a week,Other (please write in),NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,Not at all interested,No,No,No,No,No,No,Yes,No,No,NA,NA,NA,NA,Would not use,Would not use,Would not use,Would not use,Would not use,"Not having wifi access,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns",NA,Prefer not to say,"Less than $25,000",NA,NA,NA,Not to say ,1,1,1,1,0,4,FALSE,No,No,No,No,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,No,No,NA,Yes,No,No,1,Yes,No,No,No,NA,1
152,Two days a week,"Cash,Prepaid card from transit agency,Mobile phone (QR Code, digital wallet, mobile ticket, etc.)",NA,Credit card at card kiosks or vending machines in transit stations/at stops,NA,"Yes, student discount,Yes, another discount (please write in)",Disability ,NA,NA,Might or might not,Definitely yes,NA,NA,NA,Yes,Yes,No,Yes,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Already use,Would like to use,Would not use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Monthly fees,Knowing the balance",NA,"Places to get it,Ways to add money,Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Male,"$50,000 or more","CalFresh or SNAP,Medi-Cal",NA,Production/construction or crafts,NA,1,1,1,1,1,5,FALSE,Yes,Prepaid card from transit agency,Mobile phone,No,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,No,Yes,NA,No,No,Yes,1,No,No,No,Yes,Yes,0
153,Five days a week,"Mobile phone (QR Code, digital wallet, mobile ticket, etc.)",NA,NA,NA,"Yes, another discount (please write in)",Disabled ,NA,NA,NA,Definitely yes,NA,NA,NA,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Already use,Already use,Would not use,Would like to use,Would not use,"Identity concerns,Monthly fees,Knowing the balance",NA,"Identity concerns,Knowing the balance",NA,Male,"$25,000 to $49,999",NA,NA,Management or administrative,NA,1,1,1,1,0,4,FALSE,No,No,Mobile phone,No,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,No,Yes,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
154,Four days a week,Prepaid card from transit agency,NA,At local businesses that can add value,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,Not very interested,Yes,No,No,No,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,Would not use,Would like to use,Would like to use,Would like to use,Would like to use,"Not having wifi access,Ways to add money,Identity concerns,Knowing the balance",NA,"Places to get it,Ways to add money,Identity concerns,Monthly fees,Knowing the balance",NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal,CalWORKS,Housing Assistance Program",NA,Unemployed,NA,1,1,1,1,0,4,FALSE,No,Prepaid card from transit agency,No,No,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,Yes,No,NA,Yes,No,No,1,Yes,No,No,No,NA,0
155,Six or seven days a week,Other (please write in),Student card,NA,NA,"Yes, student discount",NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Already use,Would like to use,Would like to use,Would like to use,Would not use,"Not having wifi access,Identity concerns",NA,"Sharing the card with family members,Identity concerns,Monthly fees,Knowing the balance",NA,Female,"$25,000 to $49,999","CalFresh or SNAP,Medi-Cal",NA,Services or repair,NA,1,1,1,1,1,5,FALSE,No,No,No,No,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,Yes,No,NA,No,Yes,No,1,No,No,No,Yes,Yes,0
156,Two days a week,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Yes,No,No,No,No,NA,None ,Not very interested,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,From somewhere else (please write in),H&R block,Would not use,Would not use,Would not use,Would not use,Would not use,"Identity concerns,Monthly fees,Knowing the balance",NA,NA,NA,Female,"Less than $25,000","CalFresh or SNAP,Medi-Cal",NA,Services or repair,Food worker,1,1,1,0,1,4,FALSE,Yes,No,No,No,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,No,NA,Yes,No,No,1,Yes,No,No,No,NA,1
157,NA,Cash,NA,NA,NA,"No, I am not eligible for any of these discounts",NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Would like to use,Would not use,Would like to use,Would like to use,Would like to use,Ways to add money,NA,NA,NA,Male,"Less than $25,000","Medi-Cal,Other (Please write in)",Foodstamps,NA,Security ,0,1,1,0,1,3,FALSE,Yes,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Yes,NA,Yes,No,No,1,No,Yes,No,No,Yes,0
